order_id,order_date,customer_id,product_id,product_category,quantity,unit_price,discount,payment_method,order_status
ORD-10271,2026-02-19,CUST-002,PROD-034,Home,4,3793.41,0.1,Credit Card,Cancelled
ORD-10272,2026-01-02,CUST-186,PROD-074,Beauty,3,3494.57,0.0,GCash,Pending
ORD-10273,2026-02-21,CUST-079,PROD-021,Fashion,3,3482.42,0.1,Credit Card,Cancelled
ORD-10274,2026-01-18,CUST-057,PROD-029,Sports,2,2329.4,0.2,Credit Card,Pending
ORD-10275,2026-03-02,CUST-180,PROD-071,Fashion,2,3833.11,0.2,GCash,Cancelled
ORD-10276,2026-02-16,CUST-115,PROD-068,Electronics,5,649.82,0.2,Bank Transfer,Completed
ORD-10277,2026-01-20,CUST-147,PROD-069,Home,3,4286.98,0.15,GCash,Completed
ORD-10278,2026-03-04,CUST-184,PROD-075,Electronics,5,2282.87,0.0,Debit Card,Completed
ORD-10279,2026-02-28,CUST-132,PROD-054,Fashion,1,2838.11,0.1,GCash,Pending
ORD-10280,2026-01-28,CUST-066,PROD-001,Fashion,1,321.92,0.1,GCash,Cancelled
ORD-10281,2026-03-02,CUST-016,PROD-009,Electronics,3,2103.45,0.05,Debit Card,Completed
ORD-10282,2026-02-27,CUST-229,PROD-049,Sports,4,493.22,0.2,Maya,Completed
ORD-10283,2026-03-10,CUST-031,PROD-023,Sports,5,724.0,0.05,GCash,Completed
ORD-10284,2026-03-28,CUST-077,PROD-060,Fashion,4,2706.47,0.05,Maya,Pending
ORD-10285,2026-02-05,CUST-089,PROD-020,Home,1,257.86,0.15,Bank Transfer,Completed
ORD-10286,2026-01-09,CUST-062,PROD-027,Electronics,5,264.52,0.2,GCash,Completed
ORD-10287,2026-02-21,CUST-190,PROD-006,Sports,2,2744.82,0.0,Maya,Cancelled
ORD-10288,2026-03-15,CUST-075,PROD-030,Beauty,5,3029.8,0.1,Maya,Completed
ORD-10289,2026-03-26,CUST-225,PROD-019,Fashion,2,2126.45,0.1,GCash,Cancelled
ORD-10290,2026-01-23,CUST-243,PROD-076,Sports,5,2528.54,0.1,Debit Card,Cancelled
ORD-10291,2026-02-23,CUST-082,PROD-090,Sports,2,1569.45,0.05,bank transfer,Pending
ORD-10292,2026-02-08,CUST-062,PROD-029,Home,4,4582.23,0.2,Debit Card,Pending
ORD-10293,2026-01-18,CUST-143,PROD-068,Sports,2,1349.48,0.1,GCash,Pending
ORD-10294,2026-01-12,CUST-217,PROD-048,Fashion,2,352.53,0.15,Bank Transfer,Cancelled
ORD-10295,2026-01-25,CUST-011,PROD-010,Fashion,5,1163.38,0.05,Credit Card,Completed
ORD-10296,2026-01-28,CUST-245,PROD-002,Home,1,3759.71,0.15,Maya,Cancelled
ORD-10297,2026-02-20,CUST-181,PROD-027,Home,5,1675.91,0.1,Debit Card,Pending
ORD-10298,2026-02-15,CUST-137,PROD-084,Beauty,3,1862.26,0.15,Debit Card,Completed
ORD-10299,2026-03-02,CUST-206,PROD-093,Beauty,2,1916.45,0.15,GCash,Cancelled
ORD-10300,2026-01-19,CUST-222,PROD-029,Electronics,3,2811.23,0.2,Bank Transfer,Pending
ORD-10301,2026-01-26,CUST-076,PROD-020,Beauty,2,1961.21,0.05,Debit Card,Cancelled
ORD-10302,2026-02-13,CUST-168,PROD-088,Beauty,4,4835.89,0.15,Debit Card,Completed
ORD-10303,2026-01-22,CUST-188,PROD-046,Home,5,2492.75,0.2,GCash,Cancelled
ORD-10304,2026-03-27,CUST-009,PROD-010,Electronics,1,2120.72,0.05,GCash,Completed
ORD-10305,2026-03-06,CUST-003,PROD-028,Sports,3,396.21,0.2,Debit Card,Pending
ORD-10306,2026-03-10,CUST-005,PROD-001,Fashion,4,158.07,0.2,Credit Card,Cancelled
ORD-10307,2026-03-06,CUST-074,PROD-003,Sports,2,624.38,0.0,Bank Transfer,Completed
ORD-10308,2026-03-21,CUST-062,PROD-025,Fashion,3,4094.55,0.1,Debit Card,Completed
ORD-10309,2026-02-28,CUST-096,PROD-052,Fashion,2,4952.14,0.05,Credit Card,Completed
ORD-10310,2026-01-05,CUST-168,PROD-084,Electronics,4,1958.39,0.2,Debit Card,Completed
ORD-10311,2026-03-31,CUST-164,PROD-002,Home,1,2549.31,0.15,Credit Card,Cancelled
ORD-10312,2026-03-09,CUST-220,PROD-013,Electronics,2,1135.94,0.2,Debit Card,Completed
ORD-10313,2026-03-29,CUST-012,PROD-010,Beauty,5,2861.2,0.0,Maya,Completed
ORD-10314,2026-03-17,CUST-005,PROD-027,Home,4,4651.49,0.1,Maya,Cancelled
ORD-10315,2026-02-19,CUST-062,PROD-073,Fashion,3,1980.85,0.05,GCash,Cancelled
ORD-10316,2026-01-07,CUST-191,PROD-045,Electronics,4,1237.51,0.0,Credit Card,Cancelled
ORD-10317,2026-03-18,CUST-197,PROD-079,Sports,3,245.17,0.1,Debit Card,Pending
ORD-10318,2026-03-12,CUST-059,PROD-046,Sports,4,1010.12,0.2,Debit Card,Completed
ORD-10319,2026-02-07,CUST-198,PROD-080,Home,1,501.99,0.05,Debit Card,Completed
ORD-10320,2026-02-10,CUST-190,PROD-050,Beauty,1,548.45,0.1,Debit Card,Completed
ORD-10321,2026-01-14,CUST-195,PROD-035,Home,1,1018.22,0.15,Bank Transfer,Cancelled
ORD-10322,2026-01-14,CUST-132,PROD-053,Electronics,1,1834.18,0.0,Bank Transfer,Cancelled
ORD-10323,2026-02-19,CUST-201,PROD-042,Electronics,3,2127.67,0.0,Bank Transfer,Completed
ORD-10324,2026-01-22,CUST-147,PROD-067,Sports,2,780.32,0.1,Credit Card,Pending
ORD-10325,2026-01-22,CUST-038,PROD-009,Sports,3,2163.4,0.15,GCash,Completed
ORD-10326,2026-03-22,CUST-065,PROD-032,Sports,5,3121.68,0.15,GCash,Completed
ORD-10327,2026-02-20,CUST-078,PROD-001,Beauty,5,1961.46,0.1,Debit Card,Completed
ORD-10328,2026-03-18,CUST-111,PROD-084,Home,3,1671.26,0.05,Debit Card,Completed
ORD-10329,2026-02-10,CUST-046,PROD-051,Beauty,4,4842.04,0.05,Credit Card,Pending
ORD-10330,2026-02-16,CUST-072,PROD-051,Electronics,5,1079.02,0.2,Maya,Cancelled
ORD-10331,2026-03-01,CUST-007,PROD-094,Home,4,4008.66,0.0,Debit Card,Pending
ORD-10332,2026-02-08,CUST-036,PROD-082,Home,3,3327.45,0.15,Debit Card,Completed
ORD-10333,2026-03-03,CUST-115,PROD-077,Fashion,4,2718.4,0.15,Bank Transfer,Completed
ORD-10334,2026-03-31,CUST-203,PROD-047,Fashion,5,3227.08,0.0,GCash,Completed
ORD-10335,2026-02-15,CUST-169,PROD-086,home,5,317.05,0.15,Credit Card,Pending
ORD-10336,2026-01-13,CUST-028,PROD-002,Beauty,2,2602.31,0.2,Bank Transfer,Cancelled
ORD-10337,2026-01-29,CUST-177,PROD-074,Sports,3,2016.56,0.2,Bank Transfer,Completed
ORD-10338,2026-03-03,CUST-089,PROD-004,Electronics,3,2138.28,0.0,GCash,Completed
ORD-10339,2026-02-13,CUST-090,PROD-040,Sports,2,2653.46,0.1,Debit Card,Completed
ORD-10340,2026-03-31,CUST-113,PROD-093,Sports,3,429.15,0.0,GCash,Completed
ORD-10341,2026-03-24,CUST-218,PROD-044,Electronics,2,4656.62,0.05,Bank Transfer,Completed
ORD-10342,2026-02-12,CUST-142,PROD-021,Fashion,4,4796.47,0.05,Debit Card,Completed
ORD-10343,2026-03-26,CUST-048,PROD-082,Sports,4,243.04,0.2,Maya,Pending
ORD-10344,2026-02-19,CUST-152,PROD-055,Electronics,2,1108.34,0.0,Bank Transfer,Completed
ORD-10345,2026-01-24,CUST-205,PROD-069,Beauty,3,1065.66,0.0,credit card,Pending
ORD-10346,2026-02-10,CUST-136,PROD-082,Fashion,4,3095.41,0.2,GCash,Completed
ORD-10347,2026-03-21,CUST-091,PROD-059,Home,3,4601.54,0.2,GCash,Completed
ORD-10348,2026-01-31,CUST-081,PROD-016,Beauty,1,996.92,0.05,Bank Transfer,Pending
ORD-10349,2026-01-18,CUST-108,PROD-077,Fashion,4,2172.89,0.15,Bank Transfer,Completed
ORD-10350,2026-03-04,CUST-143,PROD-022,Beauty,2,1016.78,0.15,Bank Transfer,Completed
ORD-10351,2026-01-02,CUST-222,PROD-046,Sports,2,1056.13,0.15,Bank Transfer,Cancelled
ORD-10352,2026-02-22,CUST-168,PROD-064,Sports,4,3579.7,0.15,Debit Card,Completed
ORD-10353,2026-01-04,CUST-022,PROD-073,Home,3,260.21,0.05,Bank Transfer,Completed
ORD-10354,2026-02-28,CUST-044,PROD-100,Fashion,4,2793.66,0.0,Bank Transfer,Completed
ORD-10355,2026-03-11,CUST-069,PROD-100,Beauty,0,4130.79,0.0,Debit Card,Cancelled
ORD-10356,2026-01-14,CUST-056,PROD-055,Home,3,4386.57,0.0,Debit Card,Completed
ORD-10357,2026-02-26,CUST-090,PROD-012,Electronics,2,1128.4,0.2,Credit Card,Cancelled
ORD-10358,2026-01-22,CUST-162,PROD-055,Fashion,2,3945.76,0.05,GCash,Cancelled
ORD-10359,2026-02-05,CUST-090,PROD-069,Fashion,5,925.05,0.1,Credit Card,Cancelled
ORD-10360,2026-03-28,CUST-069,PROD-066,Electronics,2,4817.58,0.15,GCash,Completed
ORD-10361,2026-01-17,CUST-222,PROD-084,Home,2,816.59,0.1,Maya,Pending
ORD-10362,2026-03-15,CUST-126,PROD-019,Beauty,4,1938.34,0.0,GCash,Pending
ORD-10363,2026-02-05,CUST-132,PROD-096,Beauty,4,4756.24,0.1,Bank Transfer,Completed
ORD-10364,2026-01-12,CUST-223,PROD-100,Sports,3,4265.52,0.2,Debit Card,Completed
ORD-10365,2026-01-28,CUST-248,PROD-055,Sports,3,1682.04,0.1,Credit Card,Cancelled
ORD-10366,2026-03-14,CUST-148,PROD-017,Sports,3,4481.36,0.0,GCash,Completed
ORD-10367,2026-01-03,CUST-161,PROD-059,Electronics,2,2262.3,0.0,Debit Card,Completed
ORD-10368,2026-03-25,CUST-177,PROD-017,Beauty,2,4384.67,0.1,GCash,Completed
ORD-10369,2026-02-17,CUST-065,PROD-011,Home,1,2042.07,0.1,Maya,Pending
ORD-10370,2026-01-13,CUST-168,PROD-012,Electronics,2,2436.35,0.05,Bank Transfer,Completed
ORD-10371,2026-02-26,CUST-133,PROD-088,Electronics,1,3508.43,0.0,Debit Card,Completed
ORD-10372,2026-01-30,CUST-123,PROD-010,Sports,1,3680.74,0.0,GCash,Completed
ORD-10373,2026-01-18,CUST-095,PROD-039,Sports,2,3243.72,0.05,GCash,Cancelled
ORD-10374,2026-03-20,CUST-145,PROD-002,Home,4,1820.82,0.05,Maya,Pending
ORD-10375,2026-02-26,CUST-158,PROD-088,Home,1,4493.31,0.05,GCash,Cancelled
ORD-10376,2026-02-14,CUST-187,PROD-050,Sports,3,3976.28,0.05,Credit Card,Completed
ORD-10377,2026-03-18,CUST-064,PROD-071,Fashion,5,1496.11,0.0,Credit Card,Completed
ORD-10378,2026-03-07,CUST-133,PROD-078,Home,4,1548.16,0.0,Maya,Pending
ORD-10379,2026-01-31,CUST-099,PROD-015,Sports,5,447.96,0.0,Credit Card,Completed
ORD-10380,2026-03-14,CUST-034,PROD-050,Sports,3,2777.15,0.05,Debit Card,Completed
ORD-10381,2026-01-09,CUST-005,PROD-076,Electronics,3,1157.14,0.0,Debit Card,Cancelled
ORD-10382,2026-03-06,CUST-074,PROD-081,Sports,4,3538.87,0.0,Bank Transfer,Cancelled
ORD-10383,2026-02-05,CUST-158,PROD-020,Electronics,3,487.21,0.05,Maya,Cancelled
ORD-10384,2026-03-17,CUST-084,PROD-051,Electronics,3,3523.51,0.05,GCash,Completed
ORD-10385,2026-01-15,CUST-023,PROD-056,Sports,5,3083.28,0.1,Maya,Completed
ORD-10386,2026-01-18,CUST-004,PROD-091,Electronics,2,2532.42,0.1,Bank Transfer,Cancelled
ORD-10387,2026-02-03,CUST-201,PROD-093,Home,3,721.96,0.1,GCash,Completed
ORD-10388,2026-02-04,CUST-086,PROD-055,Fashion,1,1388.45,0.2,GCash,Pending
ORD-10389,2026-02-16,CUST-117,PROD-066,electronics,4,4310.86,0.05,Credit Card,Completed
ORD-10390,2026-01-14,CUST-066,PROD-099,Fashion,1,1219.18,0.2,GCash,Completed
ORD-10391,2026-02-01,CUST-220,PROD-002,Electronics,4,1883.48,0.05,Maya,Completed
ORD-10392,2026-03-25,CUST-142,PROD-092,Sports,2,1676.83,0.15,credit card,Completed
ORD-10393,2026-03-15,CUST-212,PROD-010,Beauty,1,,0.0,Maya,Completed
ORD-10394,2026-01-06,CUST-206,PROD-067,Sports,1,4397.26,0.1,Credit Card,Completed
ORD-10395,2026-02-28,CUST-023,PROD-071,electronics,3,1083.29,0.2,Credit Card,Cancelled
ORD-10396,2026-02-17,CUST-063,PROD-060,Fashion,4,4989.16,0.05,Bank Transfer,Completed
ORD-10397,2026-02-22,CUST-039,PROD-001,Electronics,2,2753.57,0.0,Credit Card,Completed
ORD-10398,2026-02-18,CUST-195,PROD-085,Beauty,1,1105.45,0.05,Debit Card,Pending
ORD-10399,2026-01-19,CUST-247,PROD-008,Beauty,1,315.11,0.05,Bank Transfer,Pending
ORD-10400,2026-02-28,CUST-180,PROD-048,Electronics,5,568.33,0.05,Debit Card,Completed
ORD-10401,2026-01-08,CUST-152,PROD-073,Sports,2,1260.18,0.1,Credit Card,Pending
ORD-10402,2026-02-11,CUST-180,PROD-095,Beauty,4,1432.58,0.0,Maya,Completed
ORD-10403,2026-03-16,CUST-200,PROD-099,Electronics,2,617.72,0.15,Debit Card,Completed
ORD-10404,2026-03-10,CUST-105,PROD-016,Beauty,2,2314.39,0.15,Credit Card,Completed
ORD-10405,2026-03-29,CUST-024,PROD-021,Beauty,5,297.62,0.1,Maya,Completed
ORD-10406,2026-02-15,CUST-183,PROD-032,Sports,5,339.86,0.1,Credit Card,Completed
ORD-10407,2026-02-27,CUST-008,PROD-052,Fashion,5,1324.28,0.15,GCash,Completed
ORD-10408,2026-01-08,CUST-032,PROD-002,Home,2,1070.85,0.15,Credit Card,Completed
ORD-10409,2026-02-03,CUST-150,PROD-076,Electronics,1,4986.09,0.05,Debit Card,Completed
ORD-10410,2026-01-16,CUST-024,PROD-043,Electronics,4,348.12,0.2,Debit Card,Pending
ORD-10411,2026-02-18,,PROD-004,Sports,2,1834.32,0.05,Credit Card,Completed
ORD-10412,2026-01-05,CUST-115,PROD-020,Fashion,5,3123.19,0.1,Debit Card,Pending
ORD-10413,2026-03-03,CUST-226,PROD-071,Electronics,1,1470.9,0.05,Debit Card,Completed
ORD-10414,2026-02-01,CUST-165,PROD-068,Fashion,1,4948.08,0.1,Debit Card,Cancelled
ORD-10415,2026-02-14,CUST-201,PROD-063,Fashion,5,1675.86,0.1,Maya,Completed
ORD-10416,2026-01-29,CUST-082,PROD-077,Electronics,3,387.1,0.15,Bank Transfer,Completed
ORD-10417,2026-01-30,CUST-197,PROD-075,Home,1,1314.5,0.05,Credit Card,Cancelled
ORD-10418,2026-01-08,CUST-209,PROD-095,Home,5,4247.87,0.15,Credit Card,Completed
ORD-10419,2026-03-17,CUST-046,PROD-031,Beauty,3,4578.5,0.0,Credit Card,Cancelled
ORD-10420,2026-03-14,CUST-145,PROD-019,Home,4,2756.41,0.05,Debit Card,Completed
ORD-10421,2026-01-30,CUST-024,PROD-008,Fashion,2,197.65,0.15,GCash,Completed
ORD-10422,2026-01-26,CUST-235,PROD-079,Home,3,3612.99,0.1,GCash,Completed
ORD-10423,2026-01-19,CUST-038,PROD-076,Electronics,5,4317.28,0.0,credit card,Pending
ORD-10424,2026-02-13,CUST-151,PROD-013,Beauty,3,768.61,0.05,Debit Card,Pending
ORD-10425,2026-01-23,CUST-167,PROD-041,Fashion,5,3956.26,0.05,Bank Transfer,Completed
ORD-10426,2026-03-30,CUST-097,PROD-040,Beauty,2,970.77,0.0,Bank Transfer,Pending
ORD-10427,2026-03-14,CUST-218,PROD-099,Electronics,2,3051.7,0.2,Maya,Cancelled
ORD-10428,2026-01-19,CUST-027,PROD-064,Beauty,1,1266.18,0.1,Maya,Completed
ORD-10429,2026-03-27,CUST-211,PROD-091,Beauty,4,155.84,0.05,Maya,Completed
ORD-10430,2026-01-14,CUST-090,PROD-033,Electronics,1,1991.09,0.15,Maya,Pending
ORD-10431,2026-02-14,CUST-127,PROD-049,Fashion,4,597.0,0.15,Bank Transfer,Completed
ORD-10432,2026-01-10,CUST-042,PROD-058,Electronics,3,198.38,0.1,GCash,Completed
ORD-10433,2026-02-18,CUST-088,PROD-022,Home,1,2780.53,0.0,Credit Card,Cancelled
ORD-10434,2026-01-04,CUST-158,PROD-062,Sports,2,3075.86,0.15,Maya,Completed
ORD-10435,2026-01-27,CUST-026,PROD-043,Home,4,3516.26,0.2,Credit Card,Completed
ORD-10436,2026-01-13,CUST-077,PROD-031,Electronics,4,2901.67,0.15,Maya,Completed
ORD-10437,2026-02-24,CUST-093,PROD-001,Electronics,3,4137.1,0.2,Debit Card,Completed
ORD-10438,2026-01-27,CUST-025,PROD-004,Home,3,4887.58,0.15,GCash,Completed
ORD-10439,2026-03-02,CUST-201,PROD-051,Sports,3,546.57,0.2,Debit Card,Completed
ORD-10440,2026-02-17,CUST-095,PROD-049,Home,4,318.62,0.15,Debit Card,Completed
ORD-10441,2026-03-14,CUST-058,PROD-035,Electronics,2,3785.95,0.0,GCash,Completed
ORD-10442,2026-02-22,CUST-207,PROD-070,Fashion,2,2812.65,0.15,Bank Transfer,Pending
ORD-10443,2026-03-29,CUST-248,PROD-069,Sports,5,4420.1,0.15,Credit Card,Completed
ORD-10444,2026-01-05,CUST-102,PROD-092,Fashion,5,4512.23,0.2,Bank Transfer,Completed
ORD-10445,2026-02-27,CUST-031,PROD-097,Home,2,4863.61,0.05,Maya,Completed
ORD-10446,2026-03-29,CUST-109,PROD-011,Sports,2,4986.62,0.05,Bank Transfer,Completed
ORD-10447,2026-01-09,CUST-082,PROD-094,Electronics,4,2826.18,0.2,Credit Card,Completed
ORD-10448,2026-01-02,CUST-134,PROD-059,Fashion,5,2660.55,0.15,GCash,Pending
ORD-10449,2026-03-14,CUST-039,PROD-019,Fashion,5,3816.05,0.0,GCash,Cancelled
ORD-10450,2026-02-06,CUST-200,PROD-013,Fashion,3,4401.68,0.1,Debit Card,Pending
ORD-10451,2026-03-02,CUST-147,PROD-078,Electronics,2,1449.53,0.05,Bank Transfer,Cancelled
ORD-10452,2026-02-21,CUST-175,PROD-089,Electronics,4,4458.91,0.1,Maya,Completed
ORD-10453,2026-02-04,CUST-191,PROD-061,Beauty,1,1755.54,0.1,Credit Card,Completed
ORD-10454,2026-03-31,CUST-216,PROD-063,Electronics,2,758.49,0.15,Credit Card,Completed
ORD-10455,2026-03-19,CUST-187,PROD-054,Electronics,2,2264.41,0.15,Debit Card,Cancelled
ORD-10456,2026-01-08,CUST-223,PROD-048,Fashion,2,421.52,0.2,Debit Card,Completed
ORD-10457,2026-03-14,CUST-200,PROD-068,Electronics,2,1044.54,0.05,GCash,Completed
ORD-10458,2026-01-07,CUST-009,PROD-059,Beauty,2,1442.49,0.15,Bank Transfer,Pending
ORD-10459,2026-03-29,CUST-163,PROD-016,Electronics,2,1925.09,0.2,Debit Card,Completed
ORD-10460,2026-03-17,CUST-246,PROD-061,Fashion,3,1786.82,0.1,GCash,Completed
ORD-10461,2026-01-07,CUST-008,PROD-050,Home,5,3921.17,0.05,Maya,Completed
ORD-10462,2026-02-04,CUST-174,PROD-027,Sports,5,198.26,0.0,Debit Card,Completed
ORD-10463,2026-03-18,CUST-166,PROD-023,Electronics,2,1336.71,0.1,Credit Card,Pending
ORD-10464,2026-02-14,CUST-230,PROD-049,Sports,3,1169.22,0.1,Bank Transfer,Cancelled
ORD-10465,2026-01-14,CUST-102,PROD-075,Electronics,5,4997.2,0.1,Bank Transfer,Cancelled
ORD-10466,2026-02-08,CUST-156,PROD-037,Electronics,4,412.8,0.1,Credit Card,Completed
ORD-10467,2026-03-25,CUST-067,PROD-084,Beauty,2,834.65,0.05,GCash,Cancelled
ORD-10468,2026-02-10,CUST-104,PROD-085,Home,0,3311.46,0.1,Credit Card,Pending
ORD-10469,2026-01-05,CUST-104,PROD-050,Fashion,5,4098.47,0.1,Maya,Cancelled
ORD-10470,2026-03-27,CUST-164,PROD-061,Beauty,5,1570.95,0.05,Bank Transfer,Completed
ORD-10471,2026-03-02,CUST-076,PROD-013,Home,3,3653.41,0.2,Maya,Completed
ORD-10472,2026-01-29,CUST-168,PROD-012,Beauty,2,3746.63,0.1,Debit Card,Completed
ORD-10473,2026-03-16,CUST-096,PROD-034,Beauty,4,4270.95,0.15,GCash,Cancelled
ORD-10474,2026-01-10,CUST-149,PROD-080,Sports,2,2552.34,0.15,Bank Transfer,Completed
ORD-10475,2026-01-20,CUST-106,PROD-007,Home,2,1779.08,0.2,Debit Card,Completed
ORD-10476,2026-01-24,CUST-081,PROD-092,Electronics,4,1729.88,0.05,Credit Card,Completed
ORD-10477,2026-02-05,CUST-002,PROD-058,Home,2,2923.77,0.05,Debit Card,Completed
ORD-10478,2026-02-25,CUST-034,PROD-079,Sports,4,2202.22,0.15,Debit Card,Completed
ORD-10479,2026-01-26,CUST-010,PROD-069,Beauty,1,4470.83,0.2,Maya,Completed
ORD-10480,2026-03-22,CUST-174,PROD-001,Home,2,3498.27,0.1,Credit Card,Completed
ORD-10481,2026-03-06,CUST-027,PROD-050,Fashion,3,918.4,0.0,Credit Card,Completed
ORD-10482,2026-03-08,CUST-117,PROD-094,Fashion,5,1755.39,0.05,Credit Card,Pending
ORD-10483,2026-01-25,CUST-092,PROD-097,Home,4,193.71,0.05,Maya,Completed
ORD-10484,2026-03-17,CUST-188,PROD-003,Fashion,2,703.49,0.0,Debit Card,Completed
ORD-10485,2026-03-21,CUST-198,PROD-069,Electronics,5,4973.93,0.0,GCash,Completed
ORD-10486,2026-02-23,CUST-177,PROD-015,Sports,4,705.62,0.1,Debit Card,Completed
ORD-10487,2026-03-29,CUST-053,PROD-089,Electronics,3,2162.27,0.0,Bank Transfer,Completed
ORD-10488,2026-03-31,CUST-160,PROD-078,Home,4,4170.2,0.0,Bank Transfer,Cancelled
ORD-10489,2026-01-15,CUST-031,PROD-037,Electronics,4,1073.37,0.05,Credit Card,Cancelled
ORD-10490,2026-02-15,CUST-250,PROD-026,Sports,3,885.83,0.2,Debit Card,Completed
ORD-10491,2026-02-12,CUST-177,PROD-062,Home,1,162.47,0.0,GCash,Cancelled
ORD-10492,2026-01-20,CUST-172,PROD-064,Electronics,5,467.74,0.0,Credit Card,Completed
ORD-10493,2026-02-03,CUST-117,PROD-038,Sports,1,589.06,0.05,GCash,Completed
ORD-10494,2026-02-10,CUST-093,PROD-087,Sports,1,565.49,0.0,GCash,Completed
ORD-10495,2026-01-22,CUST-170,PROD-083,Beauty,3,4483.19,0.2,Credit Card,Completed
ORD-10496,2026-01-24,CUST-096,PROD-044,Electronics,4,2061.23,0.15,Credit Card,Pending
ORD-10497,2026-02-23,CUST-177,PROD-062,Home,1,749.31,0.0,Maya,Completed
ORD-10498,2026-03-03,CUST-107,PROD-076,Fashion,4,988.18,0.15,Credit Card,Cancelled
ORD-10499,2026-01-17,CUST-008,PROD-088,Sports,4,653.39,0.15,Debit Card,Completed
ORD-10500,2026-03-25,CUST-017,PROD-034,Beauty,1,3552.38,0.2,Bank Transfer,Cancelled
ORD-10501,2026-02-13,CUST-058,PROD-086,Fashion,5,3472.38,0.2,GCash,Pending
ORD-10502,2026-02-01,CUST-170,PROD-094,Sports,3,3352.18,0.15,Maya,Cancelled
ORD-10503,2026-01-07,CUST-229,PROD-079,Electronics,2,2577.28,0.15,Debit Card,Completed
ORD-10504,2026-03-04,CUST-020,PROD-097,Beauty,2,1721.38,0.1,GCash,Cancelled
ORD-10505,2026-03-24,CUST-058,PROD-071,Sports,4,4103.81,0.0,Debit Card,Pending
ORD-10506,2026-02-27,CUST-206,PROD-074,Electronics,4,2290.63,0.0,Debit Card,Completed
ORD-10507,2026-02-22,CUST-027,PROD-052,Electronics,5,2790.58,0.0,Bank Transfer,Cancelled
ORD-10508,2026-03-07,CUST-164,PROD-039,Fashion,2,3307.52,0.15,Credit Card,Completed
ORD-10509,2026-01-29,CUST-212,PROD-007,Sports,3,2844.74,0.2,Bank Transfer,Pending
ORD-10510,2026-02-16,CUST-184,PROD-085,Sports,1,577.44,0.05,GCash,Completed
ORD-10511,2026-02-07,CUST-091,PROD-082,Fashion,5,1932.06,0.0,GCash,Completed
ORD-10512,2026-02-22,CUST-127,PROD-018,Electronics,3,3093.17,0.05,GCash,Pending
ORD-10513,2026-01-25,,PROD-059,Beauty,1,3810.03,0.0,Bank Transfer,Completed
ORD-10514,2026-02-28,CUST-198,PROD-058,Fashion,5,759.72,0.15,GCash,Cancelled
ORD-10515,2026-03-12,CUST-189,PROD-007,Sports,5,2466.37,0.2,Maya,Cancelled
ORD-10516,2026-01-17,CUST-045,PROD-094,Electronics,4,3321.86,0.2,Credit Card,Cancelled
ORD-10517,2026-02-23,CUST-226,PROD-050,Fashion,2,1440.62,0.1,Credit Card,Pending
ORD-10518,2026-01-18,CUST-207,PROD-018,Sports,5,3530.07,0.2,Credit Card,Cancelled
ORD-10519,2026-03-12,CUST-221,PROD-041,Home,2,1127.59,0.1,Credit Card,Completed
ORD-10520,2026-01-23,CUST-182,PROD-084,Fashion,5,3502.13,0.1,GCash,Completed
ORD-10521,2026-03-16,,PROD-062,Fashion,4,3403.79,0.2,Credit Card,Pending
ORD-10522,2026-03-08,CUST-207,PROD-002,Electronics,1,1966.26,0.0,gcash,Completed
ORD-10523,2026-01-21,CUST-069,PROD-097,Beauty,3,817.5,0.0,Credit Card,Completed
ORD-10524,2026-01-05,CUST-193,PROD-070,Beauty,4,602.15,0.2,Maya,Cancelled
ORD-10525,2026-03-07,CUST-100,PROD-031,Beauty,1,4639.78,0.15,Debit Card,Completed
ORD-10526,2026-01-07,CUST-248,PROD-071,Electronics,3,1095.13,0.15,Maya,Completed
ORD-10527,2026-03-11,CUST-194,PROD-076,fashion,2,3903.12,0.05,Credit Card,Pending
ORD-10528,2026-01-10,CUST-046,PROD-088,Home,2,3701.89,0.0,Debit Card,Completed
ORD-10529,2026-03-13,CUST-110,PROD-036,Beauty,2,888.55,0.1,GCash,Completed
ORD-10530,2026-01-20,CUST-120,PROD-091,Electronics,2,4650.28,0.2,GCash,Cancelled
ORD-10531,2026-02-08,CUST-216,PROD-085,Sports,5,2795.78,0.0,Credit Card,Cancelled
ORD-10532,2026-03-08,CUST-057,PROD-024,Electronics,5,880.92,0.2,Bank Transfer,Pending
ORD-10533,2026-01-29,CUST-024,PROD-045,Home,3,1722.23,0.1,Maya,Cancelled
ORD-10534,2026-03-13,CUST-136,PROD-061,Electronics,1,3377.8,0.15,Maya,Cancelled
ORD-10535,2026-02-01,CUST-236,PROD-080,Electronics,3,1968.73,0.0,Debit Card,Completed
ORD-10536,2026-02-06,CUST-139,PROD-093,Electronics,5,4128.33,0.1,Bank Transfer,Cancelled
ORD-10537,2026-01-06,CUST-115,PROD-063,Beauty,2,1669.53,0.0,gcash,Completed
ORD-10538,2026-03-10,CUST-249,PROD-099,Fashion,1,3171.97,0.05,Maya,Pending
ORD-10539,2026-01-27,CUST-214,PROD-014,Fashion,4,3268.15,0.0,Maya,Completed
ORD-10540,2026-02-12,CUST-118,PROD-092,Electronics,1,458.92,0.05,Credit Card,Cancelled
ORD-10541,2026-01-30,CUST-019,PROD-074,Beauty,4,2001.36,0.15,Debit Card,Completed
ORD-10542,2026-03-28,CUST-005,PROD-050,Electronics,5,128.9,0.2,GCash,Cancelled
